Material,Space group,Crystal Type,Band gap,stoichiometry,media_Z,media_pon_Z,max_Z,min_Z,desvio_Z,desvio_pon_Z,media_Electronegativity,media_pon_Electronegativity,max_Electronegativity,min_Electronegativity,desvio_Electronegativity,desvio_pon_Electronegativity,media_IonizationPotential,media_pon_IonizationPotential,max_IonizationPotential,min_IonizationPotential,desvio_IonizationPotential,desvio_pon_IonizationPotential,media_ElectronAffinity,media_pon_ElectronAffinity,max_ElectronAffinity,min_ElectronAffinity,desvio_ElectronAffinity,desvio_pon_ElectronAffinity,media_HOMO,media_pon_HOMO,max_HOMO,min_HOMO,desvio_HOMO,desvio_pon_HOMO,media_LUMO,media_pon_LUMO,max_LUMO,min_LUMO,desvio_LUMO,desvio_pon_LUMO,media_r_s_orbital,media_pon_r_s_orbital,max_r_s_orbital,min_r_s_orbital,desvio_r_s_orbital,desvio_pon_r_s_orbital,media_r_p_orbital,media_pon_r_p_orbital,max_r_p_orbital,min_r_p_orbital,desvio_r_p_orbital,desvio_pon_r_p_orbital,media_r_d_orbital,media_pon_r_d_orbital,max_r_d_orbital,min_r_d_orbital,desvio_r_d_orbital,desvio_pon_r_d_orbital,media_r_atomic_nonbonded,media_pon_r_atomic_nonbonded,max_r_atomic_nonbonded,min_r_atomic_nonbonded,desvio_r_atomic_nonbonded,desvio_pon_r_atomic_nonbonded,media_r_valence_lastorbital,media_pon_r_valence_lastorbital,max_r_valence_lastorbital,min_r_valence_lastorbital,desvio_r_valence_lastorbital,desvio_pon_r_valence_lastorbital,media_r_covalent,media_pon_r_covalent,max_r_covalent,min_r_covalent,desvio_r_covalent,desvio_pon_r_covalent,media_Valence,media_pon_Valence,max_Valence,min_Valence,desvio_Valence,desvio_pon_Valence,media_PeriodicColumn,media_pon_PeriodicColumn,max_PeriodicColumn,min_PeriodicColumn,desvio_PeriodicColumn,desvio_pon_PeriodicColumn,media_PeriodicColumn_upto18,media_pon_PeriodicColumn_upto18,max_PeriodicColumn_upto18,min_PeriodicColumn_upto18,desvio_PeriodicColumn_upto18,desvio_pon_PeriodicColumn_upto18,media_NumberUnfilledOrbitals,media_pon_NumberUnfilledOrbitals,max_NumberUnfilledOrbitals,min_NumberUnfilledOrbitals,desvio_NumberUnfilledOrbitals,desvio_pon_NumberUnfilledOrbitals,media_Polarizability,media_pon_Polarizability,max_Polarizability,min_Polarizability,desvio_Polarizability,desvio_pon_Polarizability
Bi2Cl2,P1,AB-1-a,0.8935030015707861,AB,50.0,50.0,83,17,33.0,33.0,2.59,2.59,3.16,2.02,0.5700000000000001,0.5700000000000001,-10.8496,-10.8496,-7.8723,-13.8269,2.9773,2.9773,-2.6013,-2.6013,-1.5162,-3.6864,1.0851,1.0851,-6.58165,-6.58165,-4.5686,-8.5947,2.01305,2.01305,3.5384,3.5384,4.9242,2.1526,1.3858,1.3858,0.8342,0.8342,0.9899,0.6785,0.1557,0.1557,1.0292000000000001,1.0292000000000001,1.3017,0.7567,0.2725,0.2725,0.9479,0.9479,1.3489,0.5469,0.40099999999999997,0.40099999999999997,1.225,1.225,1.46,0.99,0.235,0.235,1.0292000000000001,1.0292000000000001,1.3017,0.7567,0.2725,0.2725,1.25,1.25,1.48,1.02,0.22999999999999998,0.22999999999999998,18.0,18.0,29.0,7.0,11.0,11.0,6.0,6.0,7.0,5.0,1.0,1.0,16.0,16.0,17.0,15.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,32.285,32.285,50.0,14.57,17.715,17.715
Bi2I2,P1,AB-1-a,0.7755409215701345,AB,68.0,68.0,83,53,15.0,15.0,2.34,2.34,2.66,2.02,0.32000000000000006,0.32000000000000006,-9.48195,-9.48195,-7.8723,-11.0916,1.6096499999999998,1.6096499999999998,-2.41685,-2.41685,-1.5162,-3.3175,0.90065,0.90065,-5.82625,-5.82625,-4.5686,-7.0839,1.25765,1.25765,3.1897,3.1897,4.2268,2.1526,1.0371,1.0371,0.94615,0.94615,0.9899,0.9024,0.04375000000000001,0.04375000000000001,1.1883,1.1883,1.3017,1.0749,0.11340000000000006,0.11340000000000006,0.47940000000000005,0.47940000000000005,0.5469,0.4119,0.06750000000000003,0.06750000000000003,1.395,1.395,1.46,1.33,0.06499999999999995,0.06499999999999995,1.1883,1.1883,1.3017,1.0749,0.11340000000000006,0.11340000000000006,1.435,1.435,1.48,1.39,0.04500000000000004,0.04500000000000004,23.0,23.0,29.0,17.0,6.0,6.0,6.0,6.0,7.0,5.0,1.0,1.0,16.0,16.0,17.0,15.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,42.3,42.3,50.0,34.6,7.699999999999999,7.699999999999999
Bi2S2,C2/m,AB-12-i,0.30932638917636573,AB,49.5,49.5,83,16,33.5,33.5,2.3,2.3,2.58,2.02,0.28,0.28,-9.79855,-9.79855,-7.8723,-11.7248,1.92625,1.92625,-2.05755,-2.05755,-1.5162,-2.5989,0.54135,0.54135,-5.7885,-5.7885,-4.5686,-7.0084,1.2199,1.2199,3.39605,3.39605,4.6395,2.1526,1.24345,1.24345,0.8686,0.8686,0.9899,0.7473,0.12130000000000002,0.12130000000000002,1.0755000000000001,1.0755000000000001,1.3017,0.8493,0.2262,0.2262,0.9701500000000001,0.9701500000000001,1.3934,0.5469,0.42324999999999996,0.42324999999999996,1.24,1.24,1.46,1.02,0.21999999999999997,0.21999999999999997,1.0755000000000001,1.0755000000000001,1.3017,0.8493,0.2262,0.2262,1.2650000000000001,1.2650000000000001,1.48,1.05,0.21499999999999997,0.21499999999999997,17.5,17.5,29.0,6.0,11.5,11.5,5.5,5.5,6.0,5.0,0.5,0.5,15.5,15.5,16.0,15.0,0.5,0.5,2.5,2.5,3.0,2.0,0.5,0.5,34.685,34.685,50.0,19.37,15.315,15.315
Bi2Se2,P-6m2,AB-187-hi,0.0,AB,58.5,58.5,83,34,24.5,24.5,2.285,2.285,2.55,2.02,0.2649999999999999,0.2649999999999999,-9.3331,-9.3331,-7.8723,-10.7939,1.4608000000000003,1.4608000000000003,-2.0253,-2.0253,-1.5162,-2.5344,0.5091000000000001,0.5091000000000001,-5.53955,-5.53955,-4.5686,-6.5105,0.9709500000000002,0.9709500000000002,3.44775,3.44775,4.7429,2.1526,1.2951499999999998,1.2951499999999998,0.8948,0.8948,0.9899,0.7997,0.09510000000000002,0.09510000000000002,1.12975,1.12975,1.3017,0.9578,0.17195000000000005,0.17195000000000005,0.39330000000000004,0.39330000000000004,0.5469,0.2397,0.15360000000000004,0.15360000000000004,1.31,1.31,1.46,1.16,0.15000000000000002,0.15000000000000002,1.12975,1.12975,1.3017,0.9578,0.17195000000000005,0.17195000000000005,1.3399999999999999,1.3399999999999999,1.48,1.2,0.14,0.14,22.5,22.5,29.0,16.0,6.5,6.5,5.5,5.5,6.0,5.0,0.5,0.5,15.5,15.5,16.0,15.0,0.5,0.5,2.5,2.5,3.0,2.0,0.5,0.5,38.12,38.12,50.0,26.24,11.88,11.88
Bi2Te2,P-6m2,AB-187-hi,0.0,AB,67.5,67.5,83,52,15.5,15.5,2.06,2.06,2.1,2.02,0.040000000000000036,0.040000000000000036,-8.78415,-8.78415,-7.8723,-9.696,0.9118499999999998,0.9118499999999998,-1.9817,-1.9817,-1.5162,-2.4472,0.4655,0.4655,-5.260149999999999,-5.260149999999999,-4.5686,-5.9517,0.6915499999999999,0.6915499999999999,3.0703500000000004,3.0703500000000004,3.9881,2.1526,0.9177500000000001,0.9177500000000001,0.9698,0.9698,0.9899,0.9497,0.020100000000000007,0.020100000000000007,1.22545,1.22545,1.3017,1.1492,0.07625000000000004,0.07625000000000004,0.48810000000000003,0.48810000000000003,0.5469,0.4293,0.05880000000000002,0.05880000000000002,1.405,1.405,1.46,1.35,0.05499999999999994,0.05499999999999994,1.22545,1.22545,1.3017,1.1492,0.07625000000000004,0.07625000000000004,1.43,1.43,1.48,1.38,0.050000000000000044,0.050000000000000044,22.5,22.5,29.0,16.0,6.5,6.5,5.5,5.5,6.0,5.0,0.5,0.5,15.5,15.5,16.0,15.0,0.5,0.5,2.5,2.5,3.0,2.0,0.5,0.5,43.5,43.5,50.0,37.0,6.5,6.5
Cd2Br2,P4/nmm,AB-129-bc,0.0,AB,41.5,41.5,48,35,6.5,6.5,2.325,2.325,2.96,1.69,0.635,0.635,-10.88245,-10.88245,-9.2605,-12.5044,1.62195,1.62195,-0.9519500000000001,-0.9519500000000001,1.6111,-3.515,2.56305,2.56305,-6.75775,-6.75775,-5.657,-7.8585,1.1007500000000001,1.1007500000000001,2.23805,2.23805,5.4193,-0.9432,3.18125,3.18125,0.9934499999999999,0.9934499999999999,1.2355,0.7514,0.24205000000000004,0.24205000000000004,1.3437000000000001,1.3437000000000001,1.804,0.8834,0.46030000000000004,0.46030000000000004,0.37365,0.37365,0.5192,0.2281,0.14554999999999998,0.14554999999999998,1.31,1.31,1.48,1.14,0.17000000000000004,0.17000000000000004,1.05945,1.05945,1.2355,0.8834,0.17605000000000004,0.17605000000000004,1.3199999999999998,1.3199999999999998,1.44,1.2,0.12,0.12,14.5,14.5,17.0,12.0,2.5,2.5,4.5,4.5,7.0,2.0,2.5,2.5,14.5,14.5,17.0,12.0,2.5,2.5,0.5,0.5,1.0,0.0,0.5,0.5,34.3,34.3,46.8,21.8,12.499999999999998,12.499999999999998
Cs2Br2,P4/nmm,AB-129-bc,4.080418573342847,AB,45.0,45.0,55,35,10.0,10.0,1.875,1.875,2.96,0.79,1.085,1.085,-8.17535,-8.17535,-3.8463,-12.5044,4.3290500000000005,4.3290500000000005,-2.01205,-2.01205,-0.5091,-3.515,1.5029500000000002,1.5029500000000002,-4.9722,-4.9722,-2.0859,-7.8585,2.8863,2.8863,2.5957,2.5957,5.4193,-0.2279,2.8236,2.8236,1.6435499999999998,1.6435499999999998,2.5357,0.7514,0.89215,0.89215,1.81945,1.81945,2.7555,0.8834,0.93605,0.93605,1.0173,1.0173,1.8065,0.2281,0.7892,0.7892,1.6949999999999998,1.6949999999999998,2.25,1.14,0.555,0.555,1.70955,1.70955,2.5357,0.8834,0.8261499999999999,0.8261499999999999,1.8199999999999998,1.8199999999999998,2.44,1.2,0.62,0.62,9.0,9.0,17.0,1.0,8.0,8.0,4.0,4.0,7.0,1.0,3.0,3.0,9.0,9.0,17.0,1.0,8.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,210.85,210.85,399.9,21.8,189.04999999999998,189.04999999999998
Hf2Br2,P-1,AB-2-i,0.0,AB,53.5,53.5,72,35,18.5,18.5,2.13,2.13,2.96,1.3,0.83,0.83,-9.50145,-9.50145,-6.4985,-12.5044,3.0029500000000002,3.0029500000000002,-1.3689,-1.3689,0.7772,-3.515,2.1461,2.1461,-5.2761000000000005,-5.2761000000000005,-2.6937,-7.8585,2.5824,2.5824,2.4705999999999997,2.4705999999999997,5.4193,-0.4781,2.9486999999999997,2.9486999999999997,1.144,1.144,1.5366,0.7514,0.3926,0.3926,1.3075,1.3075,1.7316,0.8834,0.42410000000000003,0.42410000000000003,0.5616,0.5616,0.8951,0.2281,0.3335,0.3335,1.3199999999999998,1.3199999999999998,1.5,1.14,0.18000000000000005,0.18000000000000005,0.88925,0.88925,0.8951,0.8834,0.005850000000000022,0.005850000000000022,1.475,1.475,1.75,1.2,0.275,0.275,17.5,17.5,18.0,17.0,0.5,0.5,5.5,5.5,7.0,4.0,1.5,1.5,10.5,10.5,17.0,4.0,6.5,6.5,4.5,4.5,8.0,1.0,3.5,3.5,65.4,65.4,109.0,21.8,43.6,43.6
In2Br2,P4/nmm,AB-129-bc,2.0541322459386975,AB,42.0,42.0,49,35,7.0,7.0,2.37,2.37,2.96,1.78,0.59,0.59,-8.9101,-8.9101,-5.3158,-12.5044,3.5943,3.5943,-1.76315,-1.76315,-0.0113,-3.515,1.75185,1.75185,-5.1883,-5.1883,-2.5181,-7.8585,2.6702000000000004,2.6702000000000004,4.05805,4.05805,5.4193,2.6968,1.3612499999999998,1.3612499999999998,0.9460500000000001,0.9460500000000001,1.1407,0.7514,0.19465000000000005,0.19465000000000005,1.19835,1.19835,1.5133,0.8834,0.31495000000000006,0.31495000000000006,0.3605,0.3605,0.4929,0.2281,0.13240000000000002,0.13240000000000002,1.29,1.29,1.44,1.14,0.15000000000000002,0.15000000000000002,1.19835,1.19835,1.5133,0.8834,0.31495000000000006,0.31495000000000006,1.31,1.31,1.42,1.2,0.10999999999999999,0.10999999999999999,15.0,15.0,17.0,13.0,2.0,2.0,5.0,5.0,7.0,3.0,2.0,2.0,15.0,15.0,17.0,13.0,2.0,2.0,3.0,3.0,5.0,1.0,2.0,2.0,41.9,41.9,62.0,21.8,20.1,20.1
K2Br2,P4/nmm,AB-129-bc,4.374141644811175,AB,27.0,27.0,35,19,8.0,8.0,1.89,1.89,2.96,0.82,1.0699999999999998,1.0699999999999998,-8.4093,-8.4093,-4.3142,-12.5044,4.0951,4.0951,-1.9832,-1.9832,-0.4514,-3.515,1.5318,1.5318,-5.0887,-5.0887,-2.3189,-7.8585,2.7698,2.7698,2.50765,2.50765,5.4193,-0.404,2.91165,2.91165,1.4781499999999999,1.4781499999999999,2.2049,0.7514,0.7267499999999999,0.7267499999999999,0.9106,0.9106,0.9378,0.8834,0.027200000000000002,0.027200000000000002,0.58295,0.58295,0.9378,0.2281,0.35485,0.35485,1.5499999999999998,1.5499999999999998,1.96,1.14,0.41000000000000003,0.41000000000000003,1.54415,1.54415,2.2049,0.8834,0.66075,0.66075,1.6149999999999998,1.6149999999999998,2.03,1.2,0.4149999999999999,0.4149999999999999,9.0,9.0,17.0,1.0,8.0,8.0,4.0,4.0,7.0,1.0,3.0,3.0,9.0,9.0,17.0,1.0,8.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,156.20000000000002,156.20000000000002,290.6,21.8,134.4,134.4
Nb2Br2,P-1,AB-2-i,0.0,AB,38.0,38.0,41,35,3.0,3.0,2.2800000000000002,2.2800000000000002,2.96,1.6,0.6799999999999999,0.6799999999999999,-9.84135,-9.84135,-7.1783,-12.5044,2.66305,2.66305,-2.1853000000000002,-2.1853000000000002,-0.8556,-3.515,1.3297,1.3297,-6.23855,-6.23855,-4.6186,-7.8585,1.6199500000000002,1.6199500000000002,2.3462,2.3462,5.4193,-0.7269,3.0731,3.0731,1.1633,1.1633,1.5752,0.7514,0.4119,0.4119,1.3083,1.3083,1.7332,0.8834,0.42490000000000006,0.42490000000000006,0.5004500000000001,0.5004500000000001,0.7728,0.2281,0.27235000000000004,0.27235000000000004,1.255,1.255,1.37,1.14,0.1150000000000001,0.1150000000000001,0.8281000000000001,0.8281000000000001,0.8834,0.7728,0.05529999999999996,0.05529999999999996,1.42,1.42,1.64,1.2,0.21999999999999997,0.21999999999999997,11.0,11.0,17.0,5.0,6.0,6.0,6.0,6.0,7.0,5.0,1.0,1.0,11.0,11.0,17.0,5.0,6.0,6.0,4.0,4.0,7.0,1.0,3.0,3.0,63.9,63.9,106.0,21.8,42.1,42.1
Os2Br2,P4/nmm,AB-129-bc,0.0,AB,55.5,55.5,76,35,20.5,20.5,2.58,2.58,2.96,2.2,0.3799999999999999,0.3799999999999999,-10.80995,-10.80995,-9.1155,-12.5044,1.6944499999999998,1.6944499999999998,-2.6798,-2.6798,-1.8446,-3.515,0.8352,0.8352,-6.9322,-6.9322,-6.0059,-7.8585,0.9263000000000003,0.9263000000000003,2.6754,2.6754,5.4193,-0.0685,2.7439,2.7439,1.0335,1.0335,1.3156,0.7514,0.2821000000000001,0.2821000000000001,1.1965,1.1965,1.5096,0.8834,0.31310000000000004,0.31310000000000004,0.47354999999999997,0.47354999999999997,0.719,0.2281,0.24544999999999997,0.24544999999999997,1.21,1.21,1.28,1.14,0.07000000000000006,0.07000000000000006,0.8011999999999999,0.8011999999999999,0.8834,0.719,0.0822,0.0822,1.3199999999999998,1.3199999999999998,1.44,1.2,0.12,0.12,19.5,19.5,22.0,17.0,2.5,2.5,7.5,7.5,8.0,7.0,0.5,0.5,12.5,12.5,17.0,8.0,4.5,4.5,2.5,2.5,4.0,1.0,1.5,1.5,39.4,39.4,57.0,21.8,17.6,17.6
Pd2Br2,P4/nmm,AB-129-bc,0.0,AB,40.5,40.5,46,35,5.5,5.5,2.58,2.58,2.96,2.2,0.3799999999999999,0.3799999999999999,-10.737200000000001,-10.737200000000001,-8.97,-12.5044,1.7671999999999999,1.7671999999999999,-2.02555,-2.02555,-0.5361,-3.515,1.4894500000000002,1.4894500000000002,-5.98845,-5.98845,-4.1184,-7.8585,1.87005,1.87005,0.9947499999999998,0.9947499999999998,5.4193,-3.4298,4.42455,4.42455,1.0866,1.0866,1.4218,0.7514,0.3352,0.3352,1.17055,1.17055,1.4577,0.8834,0.28715,0.28715,0.4043,0.4043,0.5805,0.2281,0.1762,0.1762,1.225,1.225,1.31,1.14,0.08500000000000008,0.08500000000000008,0.73195,0.73195,0.8834,0.5805,0.15144999999999997,0.15144999999999997,1.295,1.295,1.39,1.2,0.09499999999999997,0.09499999999999997,13.5,13.5,17.0,10.0,3.5,3.5,8.5,8.5,10.0,7.0,1.5,1.5,13.5,13.5,17.0,10.0,3.5,3.5,0.5,0.5,1.0,0.0,0.5,0.5,26.9,26.9,32.0,21.8,5.1,5.1
Rb2Br2,P4/nmm,AB-129-bc,4.180139977785377,AB,36.0,36.0,37,35,1.0,1.0,1.89,1.89,2.96,0.82,1.0699999999999998,1.0699999999999998,-8.32405,-8.32405,-4.1437,-12.5044,4.18035,4.18035,-2.00045,-2.00045,-0.4859,-3.515,1.51455,1.51455,-5.0449,-5.0449,-2.2313,-7.8585,2.8136,2.8136,2.6435999999999997,2.6435999999999997,5.4193,-0.1321,2.7756999999999996,2.7756999999999996,1.5328,1.5328,2.3142,0.7514,0.7814000000000001,0.7814000000000001,1.7002,1.7002,2.517,0.8834,0.8168,0.8168,1.1123,1.1123,1.9965,0.2281,0.8842,0.8842,1.625,1.625,2.11,1.14,0.485,0.485,1.5988,1.5988,2.3142,0.8834,0.7154,0.7154,1.7000000000000002,1.7000000000000002,2.2,1.2,0.5000000000000001,0.5000000000000001,9.0,9.0,17.0,1.0,8.0,8.0,4.0,4.0,7.0,1.0,3.0,3.0,9.0,9.0,17.0,1.0,8.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,170.3,170.3,318.8,21.8,148.5,148.5
Br2Sb2,P4/nmm,AB-129-bc,0.0,AB,43.0,43.0,51,35,8.0,8.0,2.505,2.505,2.96,2.05,0.45500000000000007,0.45500000000000007,-10.3981,-10.3981,-8.2918,-12.5044,2.1063,2.1063,-2.5411,-2.5411,-1.5672,-3.515,0.9739000000000001,0.9739000000000001,-6.342650000000001,-6.342650000000001,-4.8268,-7.8585,1.51585,1.51585,5.07695,5.07695,5.4193,4.7346,0.3423499999999997,0.3423499999999997,0.8774500000000001,0.8774500000000001,1.0035,0.7514,0.12605000000000005,0.12605000000000005,1.0617,1.0617,1.24,0.8834,0.17830000000000001,0.17830000000000001,0.3382,0.3382,0.4483,0.2281,0.11009999999999999,0.11009999999999999,1.2599999999999998,1.2599999999999998,1.38,1.14,0.12,0.12,1.0617,1.0617,1.24,0.8834,0.17830000000000001,0.17830000000000001,1.295,1.295,1.39,1.2,0.09499999999999997,0.09499999999999997,16.0,16.0,17.0,15.0,1.0,1.0,6.0,6.0,7.0,5.0,1.0,1.0,16.0,16.0,17.0,15.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,32.175,32.175,42.55,21.8,10.374999999999998,10.374999999999998
Sn2Br2,P4/nmm,AB-129-bc,0.0,AB,42.5,42.5,50,35,7.5,7.5,2.46,2.46,2.96,1.96,0.5,0.5,-9.6677,-9.6677,-6.831,-12.5044,2.8367,2.8367,-2.1754000000000002,-2.1754000000000002,-0.8358,-3.515,1.3396000000000001,1.3396000000000001,-5.77595,-5.77595,-3.6934,-7.8585,2.0825500000000003,2.0825500000000003,4.1581,4.1581,5.4193,2.8969,1.2611999999999999,1.2611999999999999,0.9087000000000001,0.9087000000000001,1.066,0.7514,0.15730000000000005,0.15730000000000005,1.1194,1.1194,1.3554,0.8834,0.236,0.236,0.34875,0.34875,0.4694,0.2281,0.12065,0.12065,1.275,1.275,1.41,1.14,0.135,0.135,1.1194,1.1194,1.3554,0.8834,0.236,0.236,1.295,1.295,1.39,1.2,0.09499999999999997,0.09499999999999997,15.5,15.5,17.0,14.0,1.5,1.5,5.5,5.5,7.0,4.0,1.5,1.5,15.5,15.5,17.0,14.0,1.5,1.5,2.5,2.5,4.0,1.0,1.5,1.5,39.07,39.07,56.34,21.8,17.270000000000003,17.270000000000003
Ti2Br2,P4/nmm,AB-129-bc,0.0,AB,28.5,28.5,35,22,6.5,6.5,2.25,2.25,2.96,1.54,0.71,0.71,-9.92245,-9.92245,-7.3405,-12.5044,2.5819500000000004,2.5819500000000004,-1.61315,-1.61315,0.2887,-3.515,1.90185,1.90185,-6.055,-6.055,-4.2515,-7.8585,1.8035,1.8035,2.6267,2.6267,5.4193,-0.1659,2.7925999999999997,2.7925999999999997,1.14845,1.14845,1.5455,0.7514,0.39705000000000007,0.39705000000000007,1.21065,1.21065,1.5379,0.8834,0.32725000000000004,0.32725000000000004,0.37365,0.37365,0.5192,0.2281,0.14554999999999998,0.14554999999999998,1.25,1.25,1.36,1.14,0.1100000000000001,0.1100000000000001,0.7013,0.7013,0.8834,0.5192,0.18209999999999998,0.18209999999999998,1.4,1.4,1.6,1.2,0.20000000000000007,0.20000000000000007,10.5,10.5,17.0,4.0,6.5,6.5,5.5,5.5,7.0,4.0,1.5,1.5,10.5,10.5,17.0,4.0,6.5,6.5,4.5,4.5,8.0,1.0,3.5,3.5,56.9,56.9,92.0,21.8,35.099999999999994,35.099999999999994
Zr2Br2,P-1,AB-2-i,0.04498351427892122,AB,37.5,37.5,40,35,2.5,2.5,2.145,2.145,2.96,1.33,0.815,0.815,-9.56915,-9.56915,-6.6339,-12.5044,2.9352500000000004,2.9352500000000004,-1.76335,-1.76335,-0.0117,-3.515,1.7516500000000002,1.7516500000000002,-5.73035,-5.73035,-3.6022,-7.8585,2.12815,2.12815,2.4457,2.4457,5.4193,-0.5279,2.9736000000000002,2.9736000000000002,1.2104,1.2104,1.6694,0.7514,0.459,0.459,1.3204500000000001,1.3204500000000001,1.7575,0.8834,0.43705000000000005,0.43705000000000005,0.53625,0.53625,0.8444,0.2281,0.30815000000000003,0.30815000000000003,1.31,1.31,1.48,1.14,0.17000000000000004,0.17000000000000004,0.8639,0.8639,0.8834,0.8444,0.019499999999999962,0.019499999999999962,1.475,1.475,1.75,1.2,0.275,0.275,10.5,10.5,17.0,4.0,6.5,6.5,5.5,5.5,7.0,4.0,1.5,1.5,10.5,10.5,17.0,4.0,6.5,6.5,4.5,4.5,8.0,1.0,3.5,3.5,71.4,71.4,121.0,21.8,49.6,49.6
Ca2F2,P4/nmm,AB-129-bc,0.0,AB,14.5,14.5,20,9,5.5,5.5,2.49,2.49,3.98,1.0,1.4900000000000002,1.4900000000000002,-12.76745,-12.76745,-6.2818,-19.2531,6.485650000000001,6.485650000000001,-1.4401000000000002,-1.4401000000000002,1.2046,-4.0848,2.6447000000000003,2.6447000000000003,-7.4408,-7.4408,-3.7676,-11.114,3.6732000000000005,3.6732000000000005,-0.10860000000000003,-0.10860000000000003,1.7177,-1.9349,1.8263,1.8263,1.1016,1.1016,1.7988,0.4044,0.6971999999999999,0.6971999999999999,1.20045,1.20045,2.0269,0.374,0.8264499999999999,0.8264499999999999,0.88025,0.88025,1.0655,0.695,0.18524999999999997,0.18524999999999997,1.225,1.225,1.74,0.71,0.515,0.515,1.0864,1.0864,1.7988,0.374,0.7123999999999999,0.7123999999999999,1.165,1.165,1.76,0.57,0.595,0.595,4.5,4.5,7.0,2.0,2.5,2.5,4.5,4.5,7.0,2.0,2.5,2.5,9.5,9.5,17.0,2.0,7.5,7.5,0.5,0.5,1.0,0.0,0.5,0.5,82.235,82.235,160.77,3.7,78.53500000000001,78.53500000000001
Cd2F2,P4/nmm,AB-129-bc,0.0,AB,28.5,28.5,48,9,19.5,19.5,2.835,2.835,3.98,1.69,1.145,1.145,-14.2568,-14.2568,-9.2605,-19.2531,4.9963,4.9963,-1.2368500000000002,-1.2368500000000002,1.6111,-4.0848,2.84795,2.84795,-8.3855,-8.3855,-5.657,-11.114,2.7285000000000004,2.7285000000000004,0.38725,0.38725,1.7177,-0.9432,1.33045,1.33045,0.81995,0.81995,1.2355,0.4044,0.41555000000000003,0.41555000000000003,1.089,1.089,1.804,0.374,0.7150000000000001,0.7150000000000001,0.7923499999999999,0.7923499999999999,1.0655,0.5192,0.27314999999999995,0.27314999999999995,1.095,1.095,1.48,0.71,0.385,0.385,0.8047500000000001,0.8047500000000001,1.2355,0.374,0.43075,0.43075,1.005,1.005,1.44,0.57,0.435,0.435,9.5,9.5,12.0,7.0,2.5,2.5,4.5,4.5,7.0,2.0,2.5,2.5,14.5,14.5,17.0,12.0,2.5,2.5,0.5,0.5,1.0,0.0,0.5,0.5,25.25,25.25,46.8,3.7,21.549999999999997,21.549999999999997
Cd2S2,P4/mmm,AB-123-bd,0.0,AB,32.0,32.0,48,16,16.0,16.0,2.135,2.135,2.58,1.69,0.44500000000000006,0.44500000000000006,-10.492650000000001,-10.492650000000001,-9.2605,-11.7248,1.2321499999999999,1.2321499999999999,-0.4939,-0.4939,1.6111,-2.5989,2.105,2.105,-6.3327,-6.3327,-5.657,-7.0084,0.6757,0.6757,1.84815,1.84815,4.6395,-0.9432,2.79135,2.79135,0.9914000000000001,0.9914000000000001,1.2355,0.7473,0.24410000000000004,0.24410000000000004,1.32665,1.32665,1.804,0.8493,0.47735,0.47735,0.9562999999999999,0.9562999999999999,1.3934,0.5192,0.4371,0.4371,1.25,1.25,1.48,1.02,0.22999999999999998,0.22999999999999998,1.0424,1.0424,1.2355,0.8493,0.1931,0.1931,1.245,1.245,1.44,1.05,0.19499999999999995,0.19499999999999995,9.0,9.0,12.0,6.0,3.0,3.0,4.0,4.0,6.0,2.0,2.0,2.0,14.0,14.0,16.0,12.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,33.085,33.085,46.8,19.37,13.714999999999998,13.714999999999998
Cd2Te2,P4/mmm,AB-123-bd,0.0,AB,50.0,50.0,52,48,2.0,2.0,1.895,1.895,2.1,1.69,0.20500000000000007,0.20500000000000007,-9.47825,-9.47825,-9.2605,-9.696,0.21774999999999967,0.21774999999999967,-0.41805000000000003,-0.41805000000000003,1.6111,-2.4472,2.02915,2.02915,-5.8043499999999995,-5.8043499999999995,-5.657,-5.9517,0.14734999999999987,0.14734999999999987,1.52245,1.52245,3.9881,-0.9432,2.46565,2.46565,1.0926,1.0926,1.2355,0.9497,0.14290000000000003,0.14290000000000003,1.4766,1.4766,1.804,1.1492,0.3274,0.3274,0.47425,0.47425,0.5192,0.4293,0.04494999999999999,0.04494999999999999,1.415,1.415,1.48,1.35,0.06499999999999995,0.06499999999999995,1.19235,1.19235,1.2355,1.1492,0.04315000000000002,0.04315000000000002,1.41,1.41,1.44,1.38,0.030000000000000027,0.030000000000000027,14.0,14.0,16.0,12.0,2.0,2.0,4.0,4.0,6.0,2.0,2.0,2.0,14.0,14.0,16.0,12.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,41.9,41.9,46.8,37.0,4.899999999999999,4.899999999999999
