Material,Space group,Crystal Type,Band gap,stoichiometry,media_Z,media_pon_Z,max_Z,min_Z,desvio_Z,desvio_pon_Z,media_Electronegativity,media_pon_Electronegativity,max_Electronegativity,min_Electronegativity,desvio_Electronegativity,desvio_pon_Electronegativity,media_IonizationPotential,media_pon_IonizationPotential,max_IonizationPotential,min_IonizationPotential,desvio_IonizationPotential,desvio_pon_IonizationPotential,media_ElectronAffinity,media_pon_ElectronAffinity,max_ElectronAffinity,min_ElectronAffinity,desvio_ElectronAffinity,desvio_pon_ElectronAffinity,media_HOMO,media_pon_HOMO,max_HOMO,min_HOMO,desvio_HOMO,desvio_pon_HOMO,media_LUMO,media_pon_LUMO,max_LUMO,min_LUMO,desvio_LUMO,desvio_pon_LUMO,media_r_s_orbital,media_pon_r_s_orbital,max_r_s_orbital,min_r_s_orbital,desvio_r_s_orbital,desvio_pon_r_s_orbital,media_r_p_orbital,media_pon_r_p_orbital,max_r_p_orbital,min_r_p_orbital,desvio_r_p_orbital,desvio_pon_r_p_orbital,media_r_d_orbital,media_pon_r_d_orbital,max_r_d_orbital,min_r_d_orbital,desvio_r_d_orbital,desvio_pon_r_d_orbital,media_r_atomic_nonbonded,media_pon_r_atomic_nonbonded,max_r_atomic_nonbonded,min_r_atomic_nonbonded,desvio_r_atomic_nonbonded,desvio_pon_r_atomic_nonbonded,media_r_valence_lastorbital,media_pon_r_valence_lastorbital,max_r_valence_lastorbital,min_r_valence_lastorbital,desvio_r_valence_lastorbital,desvio_pon_r_valence_lastorbital,media_r_covalent,media_pon_r_covalent,max_r_covalent,min_r_covalent,desvio_r_covalent,desvio_pon_r_covalent,media_Valence,media_pon_Valence,max_Valence,min_Valence,desvio_Valence,desvio_pon_Valence,media_PeriodicColumn,media_pon_PeriodicColumn,max_PeriodicColumn,min_PeriodicColumn,desvio_PeriodicColumn,desvio_pon_PeriodicColumn,media_PeriodicColumn_upto18,media_pon_PeriodicColumn_upto18,max_PeriodicColumn_upto18,min_PeriodicColumn_upto18,desvio_PeriodicColumn_upto18,desvio_pon_PeriodicColumn_upto18,media_NumberUnfilledOrbitals,media_pon_NumberUnfilledOrbitals,max_NumberUnfilledOrbitals,min_NumberUnfilledOrbitals,desvio_NumberUnfilledOrbitals,desvio_pon_NumberUnfilledOrbitals,media_Polarizability,media_pon_Polarizability,max_Polarizability,min_Polarizability,desvio_Polarizability,desvio_pon_Polarizability
W4N3O2,P3m1,A2B3C4-156-abc,0.0,A2B3C4,29.666666666666668,37.0,74,7,31.35105881607332,32.19730837611534,2.9466666666666668,2.8266666666666667,3.44,2.36,0.44582009326134636,0.4616877251514876,-12.901499999999999,-12.071155555555556,-8.8329,-16.306,3.08680822317595,3.1965382686722865,-1.6438,-1.379388888888889,-0.4374,-2.8171,0.9717903511903514,1.0071195174087726,-6.8689,-6.364000000000001,-4.4864,-9.0305,1.8616854030689505,1.928936637113827,2.6648333333333336,2.156511111111111,4.2084,-0.3665,2.1435974036392396,2.20304364697884,0.8014333333333333,0.906611111111111,1.4074,0.4608,0.4295844684757068,0.4422727444618616,0.8516,0.9819111111111111,1.6061,0.4333,0.5345638658445468,0.5502176954130783,1.0265333333333333,0.9949333333333333,1.214,0.7906,0.17621701267345205,0.1790279183690509,0.98,1.0611111111111111,1.46,0.73,0.3395094500402996,0.3490640041773796,0.5797666666666667,0.6194666666666666,0.7906,0.4333,0.15280297408391266,0.15787602379363652,0.9966666666666667,1.1033333333333333,1.62,0.66,0.44123563873387306,0.4539456648836584,10.333333333333334,11.88888888888889,20.0,5.0,6.847546194724712,7.022011248588871,5.666666666666667,5.666666666666667,6.0,5.0,0.4714045207910317,0.4714045207910317,12.333333333333334,11.222222222222221,16.0,6.0,4.4969125210773475,4.632147463483519,3.6666666666666665,4.111111111111111,6.0,2.0,1.699673171197595,1.7568209223157663,29.279999999999998,37.031111111111116,75.0,5.24,32.34327544740431,33.25909184153195
Sc4C3,P-3m1,A3B4-164-bcd,0.0,A3B4,13.5,14.571428571428571,21,6,7.5,7.57614408414158,1.955,1.8699999999999999,2.55,1.36,0.5949999999999999,0.6010407640085653,-8.897549999999999,-8.634214285714286,-7.0542,-10.7409,1.84335,1.8620646930003175,0.06395,0.17461428571428575,0.8386,-0.7107,0.7746500000000001,0.7825146686373701,-4.26055,-4.114142857142857,-3.2357,-5.2854,1.02485,1.0352548352843332,1.781,1.5002285714285715,3.7464,-0.1844,1.9653999999999998,1.9853538110629152,1.1462,1.218257142857143,1.6506,0.6418,0.5044000000000001,0.5095209434721352,1.12985,1.2003000000000001,1.623,0.6367,0.49315,0.4981567273459227,0.8582,0.8185857142857144,1.1355,0.5809,0.2773,0.280115300604328,1.105,1.1528571428571428,1.44,0.77,0.33499999999999996,0.33840110242499055,0.6088,0.6048142857142856,0.6367,0.5809,0.027900000000000036,0.028183255993006726,1.23,1.2971428571428572,1.7,0.76,0.47,0.47477169593953905,3.5,3.4285714285714284,4.0,3.0,0.5,0.5050762722761054,3.5,3.4285714285714284,4.0,3.0,0.5,0.5050762722761054,8.5,7.714285714285714,14.0,3.0,5.5,5.555838995037159,6.5,6.857142857142857,9.0,4.0,2.5,2.5253813613805267,59.13,65.96857142857142,107.0,11.26,47.87,48.35600230771433
W4C3,P-3m1,A3B4-164-bcd,0.0,A3B4,40.0,44.857142857142854,74,6,34.0,34.345186514775165,2.455,2.4414285714285713,2.55,2.36,0.09499999999999997,0.09596449173246,-9.7869,-9.650614285714287,-8.8329,-10.7409,0.9539999999999997,0.9636855275028087,-0.57405,-0.5545285714285714,-0.4374,-0.7107,0.13665,0.1380373452130596,-4.8858999999999995,-4.828828571428572,-4.4864,-5.2854,0.3995000000000002,0.4035559415486083,1.68995,1.3961714285714286,3.7464,-0.3665,2.05645,2.077328200244394,1.0246,1.0792857142857142,1.4074,0.6418,0.3828,0.3866863940545862,1.1214,1.1906428571428571,1.6061,0.6367,0.4847,0.4896209383444566,0.96305,0.9384142857142856,1.1355,0.7906,0.17245,0.17420080630802873,1.115,1.1642857142857144,1.46,0.77,0.345,0.34850262787051267,0.71365,0.7246428571428571,0.7906,0.6367,0.07694999999999996,0.07773123830329258,1.19,1.2514285714285716,1.62,0.76,0.43000000000000005,0.4343655941574507,12.0,13.142857142857142,20.0,4.0,8.0,8.081220356417687,5.0,5.142857142857143,6.0,4.0,1.0,1.0101525445522108,10.0,9.428571428571429,14.0,6.0,4.0,4.040610178208843,5.0,5.142857142857143,6.0,4.0,1.0,1.0101525445522108,43.13,47.68285714285714,75.0,11.26,31.87,32.19356159487896
Hf4N3,P-3m1,A3B4-164-bcd,0.0,A3B4,39.5,44.142857142857146,72,7,32.5,32.82995769794685,2.17,2.045714285714286,3.04,1.3,0.87,0.8788327137604234,-10.03205,-9.527257142857142,-6.4985,-13.5656,3.53355,3.569424523802464,-0.44985,-0.2745571428571429,0.7772,-1.6769,1.22705,1.2395076797927902,-4.89175,-4.577742857142858,-2.6937,-7.0898,2.19805,2.2203658005529867,1.8372499999999998,1.5064857142857142,4.1526,-0.4781,2.31535,2.338856694028961,1.03635,1.1078142857142856,1.5366,0.5361,0.50025,0.5053288104122434,1.1235,1.2103714285714287,1.7316,0.5154,0.6081000000000001,0.6142737623421993,1.0545499999999999,1.0317714285714286,1.214,0.8951,0.15944999999999998,0.16106882322885,1.125,1.1785714285714286,1.5,0.75,0.375,0.37880720420707903,0.7052499999999999,0.7323714285714286,0.8951,0.5154,0.18985000000000002,0.19177746058323722,1.23,1.304285714285714,1.75,0.71,0.52,0.5252793231671495,11.5,12.428571428571429,18.0,5.0,6.5,6.56599153958937,4.5,4.428571428571429,5.0,4.0,0.5,0.5050762722761053,9.5,8.714285714285714,15.0,4.0,5.5,5.555838995037159,5.5,5.857142857142857,8.0,3.0,2.5,2.5253813613805267,58.3,65.54285714285714,109.0,7.6,50.699999999999996,51.21473400879709
W4N3,P-3m1,A3B4-164-bcd,0.0,A3B4,40.5,45.285714285714285,74,7,33.5,33.84011024249906,2.7,2.6514285714285717,3.04,2.36,0.3400000000000001,0.34345186514775167,-11.19925,-10.8612,-8.8329,-13.5656,2.3663499999999997,2.3903744738011237,-1.05715,-0.9686142857142858,-0.4374,-1.6769,0.61975,0.6260420394862326,-5.7881,-5.602142857142858,-4.4864,-7.0898,1.3017000000000003,1.3149155672436128,1.89305,1.5702571428571428,4.1526,-0.3665,2.25955,2.2824901820429475,0.97175,1.0339857142857143,1.4074,0.5361,0.43565,0.44007295603417057,1.06075,1.1386571428571428,1.6061,0.5154,0.54535,0.5508866901715481,1.0023,0.9720571428571427,1.214,0.7906,0.2117,0.21384929368170302,1.105,1.1557142857142857,1.46,0.75,0.355,0.3586041533160348,0.653,0.6726571428571428,0.7906,0.5154,0.1376,0.1389969901303842,1.165,1.23,1.62,0.71,0.45500000000000007,0.45961940777125593,12.5,13.571428571428571,20.0,5.0,7.5,7.57614408414158,5.5,5.571428571428571,6.0,5.0,0.5,0.5050762722761053,10.5,9.857142857142858,15.0,6.0,4.5,4.545686450484948,4.5,4.714285714285714,6.0,3.0,1.5,1.5152288168283161,41.3,46.114285714285714,75.0,7.6,33.7,34.0421407514095
Ag2Br2,P4/nmm,AB-129-bc,1.8342612892247436,AB,41.0,41.0,47,35,6.0,6.0,2.445,2.445,2.96,1.93,0.515,0.515,-10.1613,-10.1613,-7.8182,-12.5044,2.3431,2.3431,-2.3935500000000003,-2.3935500000000003,-1.2721,-3.515,1.12145,1.12145,-6.13035,-6.13035,-4.4022,-7.8585,1.7281500000000003,1.7281500000000003,3.1925,3.1925,5.4193,0.9657,2.2268,2.2268,1.03775,1.03775,1.3241,0.7514,0.28635000000000005,0.28635000000000005,1.1507,1.1507,1.418,0.8834,0.2673,0.2673,0.38835,0.38835,0.5486,0.2281,0.16024999999999998,0.16024999999999998,1.335,1.335,1.53,1.14,0.19500000000000006,0.19500000000000006,1.10375,1.10375,1.3241,0.8834,0.22035000000000005,0.22035000000000005,1.325,1.325,1.45,1.2,0.125,0.125,14.0,14.0,17.0,11.0,3.0,3.0,4.0,4.0,7.0,1.0,3.0,3.0,14.0,14.0,17.0,11.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,37.15,37.15,52.5,21.8,15.35,15.35
Ag2F2,P1,AB-1-a,0.49761194632282413,AB,28.0,28.0,47,9,19.0,19.0,2.955,2.955,3.98,1.93,1.0250000000000001,1.0250000000000001,-13.53565,-13.53565,-7.8182,-19.2531,5.71745,5.71745,-2.67845,-2.67845,-1.2721,-4.0848,1.4063500000000002,1.4063500000000002,-7.758100000000001,-7.758100000000001,-4.4022,-11.114,3.3559000000000005,3.3559000000000005,1.3417,1.3417,1.7177,0.9657,0.376,0.376,0.86425,0.86425,1.3241,0.4044,0.45985000000000004,0.45985000000000004,0.8959999999999999,0.8959999999999999,1.418,0.374,0.5219999999999999,0.5219999999999999,0.8070499999999999,0.8070499999999999,1.0655,0.5486,0.25844999999999996,0.25844999999999996,1.12,1.12,1.53,0.71,0.41000000000000003,0.41000000000000003,0.8490500000000001,0.8490500000000001,1.3241,0.374,0.47505000000000003,0.47505000000000003,1.01,1.01,1.45,0.57,0.44,0.44,9.0,9.0,11.0,7.0,2.0,2.0,4.0,4.0,7.0,1.0,3.0,3.0,14.0,14.0,17.0,11.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,28.1,28.1,52.5,3.7,24.4,24.4
Ag2S2,P-1,AB-2-i,0.0,AB,31.5,31.5,47,16,15.5,15.5,2.255,2.255,2.58,1.93,0.32500000000000007,0.32500000000000007,-9.7715,-9.7715,-7.8182,-11.7248,1.9533,1.9533,-1.9355,-1.9355,-1.2721,-2.5989,0.6634,0.6634,-5.705299999999999,-5.705299999999999,-4.4022,-7.0084,1.3031000000000001,1.3031000000000001,2.8026,2.8026,4.6395,0.9657,1.8369,1.8369,1.0357,1.0357,1.3241,0.7473,0.28840000000000005,0.28840000000000005,1.13365,1.13365,1.418,0.8493,0.28434999999999994,0.28434999999999994,0.971,0.971,1.3934,0.5486,0.4224,0.4224,1.275,1.275,1.53,1.02,0.255,0.255,1.0867,1.0867,1.3241,0.8493,0.2374,0.2374,1.25,1.25,1.45,1.05,0.19999999999999996,0.19999999999999996,8.5,8.5,11.0,6.0,2.5,2.5,3.5,3.5,6.0,1.0,2.5,2.5,13.5,13.5,16.0,11.0,2.5,2.5,1.5,1.5,2.0,1.0,0.5,0.5,35.935,35.935,52.5,19.37,16.565,16.565
Ag2Te2,Pm,AB-6-ab,0.4772290620231727,AB,49.5,49.5,52,47,2.5,2.5,2.015,2.015,2.1,1.93,0.08500000000000008,0.08500000000000008,-8.7571,-8.7571,-7.8182,-9.696,0.9388999999999998,0.9388999999999998,-1.85965,-1.85965,-1.2721,-2.4472,0.58755,0.58755,-5.17695,-5.17695,-4.4022,-5.9517,0.77475,0.77475,2.4769,2.4769,3.9881,0.9657,1.5112,1.5112,1.1369,1.1369,1.3241,0.9497,0.18720000000000003,0.18720000000000003,1.2835999999999999,1.2835999999999999,1.418,1.1492,0.13439999999999996,0.13439999999999996,0.48895,0.48895,0.5486,0.4293,0.05964999999999998,0.05964999999999998,1.44,1.44,1.53,1.35,0.08999999999999998,0.08999999999999998,1.23665,1.23665,1.3241,1.1492,0.08745000000000003,0.08745000000000003,1.415,1.415,1.45,1.38,0.03500000000000003,0.03500000000000003,13.5,13.5,16.0,11.0,2.5,2.5,3.5,3.5,6.0,1.0,2.5,2.5,13.5,13.5,16.0,11.0,2.5,2.5,1.5,1.5,2.0,1.0,0.5,0.5,44.75,44.75,52.5,37.0,7.75,7.75
AlC,Amm2,AB-38-b,0.0,AB,9.5,9.5,13,6,3.5,3.5,2.08,2.08,2.55,1.61,0.46999999999999986,0.46999999999999986,-8.22925,-8.22925,-5.7176,-10.7409,2.51165,2.51165,-0.33715,-0.33715,0.0364,-0.7107,0.37355,0.37355,-3.9987000000000004,-3.9987000000000004,-2.712,-5.2854,1.2867,1.2867,3.43165,3.43165,3.7464,3.1169,0.3147500000000001,0.3147500000000001,0.8730500000000001,0.8730500000000001,1.1043,0.6418,0.23125,0.23125,1.0166,1.0166,1.3965,0.6367,0.3799,0.3799,1.4228,1.4228,1.7101,1.1355,0.2873,0.2873,0.975,0.975,1.18,0.77,0.20499999999999996,0.20499999999999996,1.0166,1.0166,1.3965,0.6367,0.3799,0.3799,0.985,0.985,1.21,0.76,0.22499999999999998,0.22499999999999998,3.5,3.5,4.0,3.0,0.5,0.5,3.5,3.5,4.0,3.0,0.5,0.5,13.5,13.5,14.0,13.0,0.5,0.5,4.5,4.5,5.0,4.0,0.5,0.5,33.33,33.33,55.4,11.26,22.07,22.07
AlP,Amm2,AB-38-b,2.2597868162068364,AB,14.0,14.0,15,13,1.0,1.0,1.9,1.9,2.19,1.61,0.2899999999999999,0.2899999999999999,-7.706049999999999,-7.706049999999999,-5.7176,-9.6945,1.9884499999999998,1.9884499999999998,-0.78,-0.78,0.0364,-1.5964,0.8164,0.8164,-4.1093,-4.1093,-2.712,-5.5066,1.3972999999999998,1.3972999999999998,3.6555,3.6555,4.1941,3.1169,0.5386,0.5386,0.96895,0.96895,1.1043,0.8336,0.13535000000000003,0.13535000000000003,1.18385,1.18385,1.3965,0.9712,0.21265000000000006,0.21265000000000006,1.56365,1.56365,1.7101,1.4172,0.14644999999999997,0.14644999999999997,1.12,1.12,1.18,1.06,0.05999999999999994,0.05999999999999994,1.18385,1.18385,1.3965,0.9712,0.21265000000000006,0.21265000000000006,1.1400000000000001,1.1400000000000001,1.21,1.07,0.06999999999999995,0.06999999999999995,4.0,4.0,5.0,3.0,1.0,1.0,4.0,4.0,5.0,3.0,1.0,1.0,14.0,14.0,15.0,13.0,1.0,1.0,4.0,4.0,5.0,3.0,1.0,1.0,40.165,40.165,55.4,24.93,15.235,15.235
AlSb,P3m1,AB-156-bc,1.506652727718478,AB,32.0,32.0,51,13,19.0,19.0,1.83,1.83,2.05,1.61,0.21999999999999986,0.21999999999999986,-7.0047,-7.0047,-5.7176,-8.2918,1.2871000000000001,1.2871000000000001,-0.7654,-0.7654,0.0364,-1.5672,0.8018,0.8018,-3.7694,-3.7694,-2.712,-4.8268,1.0574000000000001,1.0574000000000001,3.92575,3.92575,4.7346,3.1169,0.8088500000000003,0.8088500000000003,1.0539,1.0539,1.1043,1.0035,0.0504,0.0504,1.31825,1.31825,1.3965,1.24,0.07825000000000004,0.07825000000000004,1.0792,1.0792,1.7101,0.4483,0.6309,0.6309,1.2799999999999998,1.2799999999999998,1.38,1.18,0.09999999999999998,0.09999999999999998,1.31825,1.31825,1.3965,1.24,0.07825000000000004,0.07825000000000004,1.2999999999999998,1.2999999999999998,1.39,1.21,0.08999999999999998,0.08999999999999998,9.0,9.0,15.0,3.0,6.0,6.0,4.0,4.0,5.0,3.0,1.0,1.0,14.0,14.0,15.0,13.0,1.0,1.0,4.0,4.0,5.0,3.0,1.0,1.0,48.974999999999994,48.974999999999994,55.4,42.55,6.425000000000001,6.425000000000001
Al2Te2,P-3m1,AB-164-cd,1.955444505126585,AB,32.5,32.5,52,13,19.5,19.5,1.855,1.855,2.1,1.61,0.245,0.245,-7.706799999999999,-7.706799999999999,-5.7176,-9.696,1.9891999999999999,1.9891999999999999,-1.2054,-1.2054,0.0364,-2.4472,1.2418,1.2418,-4.33185,-4.33185,-2.712,-5.9517,1.6198499999999998,1.6198499999999998,3.5525,3.5525,3.9881,3.1169,0.4356000000000002,0.4356000000000002,1.0270000000000001,1.0270000000000001,1.1043,0.9497,0.07730000000000004,0.07730000000000004,1.27285,1.27285,1.3965,1.1492,0.12365000000000004,0.12365000000000004,1.0697,1.0697,1.7101,0.4293,0.6404,0.6404,1.2650000000000001,1.2650000000000001,1.35,1.18,0.08500000000000008,0.08500000000000008,1.27285,1.27285,1.3965,1.1492,0.12365000000000004,0.12365000000000004,1.295,1.295,1.38,1.21,0.08499999999999996,0.08499999999999996,9.5,9.5,16.0,3.0,6.5,6.5,4.5,4.5,6.0,3.0,1.5,1.5,14.5,14.5,16.0,13.0,1.5,1.5,3.5,3.5,5.0,2.0,1.5,1.5,46.2,46.2,55.4,37.0,9.2,9.2
AsC,Amm2,AB-38-b,0.0,AB,19.5,19.5,33,6,13.5,13.5,2.365,2.365,2.55,2.18,0.18499999999999983,0.18499999999999983,-9.91915,-9.91915,-9.0974,-10.7409,0.8217499999999998,0.8217499999999998,-1.1566,-1.1566,-0.7107,-1.6025,0.4459,0.4459,-5.2409,-5.2409,-5.1964,-5.2854,0.044500000000000206,0.044500000000000206,3.9720000000000004,3.9720000000000004,4.1976,3.7464,0.22560000000000024,0.22560000000000024,0.7488,0.7488,0.8558,0.6418,0.10699999999999998,0.10699999999999998,0.8437,0.8437,1.0507,0.6367,0.20699999999999996,0.20699999999999996,0.69395,0.69395,1.1355,0.2524,0.44154999999999994,0.44154999999999994,0.98,0.98,1.19,0.77,0.20999999999999996,0.20999999999999996,0.8437,0.8437,1.0507,0.6367,0.20699999999999996,0.20699999999999996,0.975,0.975,1.19,0.76,0.21499999999999997,0.21499999999999997,9.5,9.5,15.0,4.0,5.5,5.5,4.5,4.5,5.0,4.0,0.5,0.5,14.5,14.5,15.0,14.0,0.5,0.5,3.5,3.5,4.0,3.0,0.5,0.5,20.53,20.53,29.8,11.26,9.270000000000001,9.270000000000001
InAs,P3m1,AB-156-bc,0.6913614847672203,AB,41.0,41.0,49,33,8.0,8.0,1.98,1.98,2.18,1.78,0.20000000000000007,0.20000000000000007,-7.2066,-7.2066,-5.3158,-9.0974,1.8908,1.8908,-0.8069000000000001,-0.8069000000000001,-0.0113,-1.6025,0.7956,0.7956,-3.8572499999999996,-3.8572499999999996,-2.5181,-5.1964,1.3391499999999998,1.3391499999999998,3.4472000000000005,3.4472000000000005,4.1976,2.6968,0.7504000000000002,0.7504000000000002,0.9982500000000001,0.9982500000000001,1.1407,0.8558,0.14245000000000002,0.14245000000000002,1.282,1.282,1.5133,1.0507,0.23130000000000006,0.23130000000000006,0.37265000000000004,0.37265000000000004,0.4929,0.2524,0.12025,0.12025,1.315,1.315,1.44,1.19,0.125,0.125,1.282,1.282,1.5133,1.0507,0.23130000000000006,0.23130000000000006,1.305,1.305,1.42,1.19,0.11499999999999999,0.11499999999999999,14.0,14.0,15.0,13.0,1.0,1.0,4.0,4.0,5.0,3.0,1.0,1.0,14.0,14.0,15.0,13.0,1.0,1.0,4.0,4.0,5.0,3.0,1.0,1.0,45.9,45.9,62.0,29.8,16.099999999999998,16.099999999999998
Au2I2,P4/nmm,AB-129-bc,0.7814843880461474,AB,66.0,66.0,79,53,13.0,13.0,2.6,2.6,2.66,2.54,0.06000000000000005,0.06000000000000005,-10.2379,-10.2379,-9.3842,-11.0916,0.8536999999999999,0.8536999999999999,-2.81585,-2.81585,-2.3142,-3.3175,0.5016499999999999,0.5016499999999999,-6.4185,-6.4185,-5.7531,-7.0839,0.6654,0.6654,2.4646,2.4646,4.2268,0.7024,1.7622,1.7622,1.0649,1.0649,1.2274,0.9024,0.16250000000000003,0.16250000000000003,1.2559,1.2559,1.4369,1.0749,0.18100000000000005,0.18100000000000005,0.5277499999999999,0.5277499999999999,0.6436,0.4119,0.11584999999999998,0.11584999999999998,1.385,1.385,1.44,1.33,0.05499999999999994,0.05499999999999994,1.15115,1.15115,1.2274,1.0749,0.07625000000000004,0.07625000000000004,1.375,1.375,1.39,1.36,0.014999999999999902,0.014999999999999902,21.0,21.0,25.0,17.0,4.0,4.0,4.0,4.0,7.0,1.0,3.0,3.0,14.0,14.0,17.0,11.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,35.35,35.35,36.1,34.6,0.75,0.75
Au2S2,P-6m2,AB-187-hi,0.0,AB,47.5,47.5,79,16,31.5,31.5,2.56,2.56,2.58,2.54,0.020000000000000018,0.020000000000000018,-10.5545,-10.5545,-9.3842,-11.7248,1.1703000000000001,1.1703000000000001,-2.45655,-2.45655,-2.3142,-2.5989,0.14234999999999998,0.14234999999999998,-6.38075,-6.38075,-5.7531,-7.0084,0.62765,0.62765,2.67095,2.67095,4.6395,0.7024,1.96855,1.96855,0.98735,0.98735,1.2274,0.7473,0.24005000000000004,0.24005000000000004,1.1431,1.1431,1.4369,0.8493,0.2938,0.2938,1.0185,1.0185,1.3934,0.6436,0.3749,0.3749,1.23,1.23,1.44,1.02,0.20999999999999996,0.20999999999999996,1.03835,1.03835,1.2274,0.8493,0.18905,0.18905,1.205,1.205,1.36,1.05,0.15500000000000003,0.15500000000000003,15.5,15.5,25.0,6.0,9.5,9.5,3.5,3.5,6.0,1.0,2.5,2.5,13.5,13.5,16.0,11.0,2.5,2.5,1.5,1.5,2.0,1.0,0.5,0.5,27.735,27.735,36.1,19.37,8.365,8.365
Au2Se2,P-6m2,AB-187-hi,0.0,AB,56.5,56.5,79,34,22.5,22.5,2.545,2.545,2.55,2.54,0.004999999999999893,0.004999999999999893,-10.08905,-10.08905,-9.3842,-10.7939,0.7048500000000004,0.7048500000000004,-2.4243,-2.4243,-2.3142,-2.5344,0.11010000000000009,0.11010000000000009,-6.1318,-6.1318,-5.7531,-6.5105,0.37870000000000026,0.37870000000000026,2.72265,2.72265,4.7429,0.7024,2.02025,2.02025,1.01355,1.01355,1.2274,0.7997,0.21385000000000004,0.21385000000000004,1.1973500000000001,1.1973500000000001,1.4369,0.9578,0.23955000000000004,0.23955000000000004,0.44165,0.44165,0.6436,0.2397,0.20195,0.20195,1.2999999999999998,1.2999999999999998,1.44,1.16,0.14,0.14,1.0926,1.0926,1.2274,0.9578,0.13480000000000003,0.13480000000000003,1.28,1.28,1.36,1.2,0.08000000000000007,0.08000000000000007,20.5,20.5,25.0,16.0,4.5,4.5,3.5,3.5,6.0,1.0,2.5,2.5,13.5,13.5,16.0,11.0,2.5,2.5,1.5,1.5,2.0,1.0,0.5,0.5,31.17,31.17,36.1,26.24,4.9300000000000015,4.9300000000000015
Au2Te2,C2/m,AB-12-i,0.0,AB,65.5,65.5,79,52,13.5,13.5,2.3200000000000003,2.3200000000000003,2.54,2.1,0.21999999999999997,0.21999999999999997,-9.540099999999999,-9.540099999999999,-9.3842,-9.696,0.15589999999999993,0.15589999999999993,-2.3807,-2.3807,-2.3142,-2.4472,0.0665,0.0665,-5.852399999999999,-5.852399999999999,-5.7531,-5.9517,0.09929999999999994,0.09929999999999994,2.34525,2.34525,3.9881,0.7024,1.6428500000000001,1.6428500000000001,1.0885500000000001,1.0885500000000001,1.2274,0.9497,0.13885000000000003,0.13885000000000003,1.29305,1.29305,1.4369,1.1492,0.14385000000000003,0.14385000000000003,0.53645,0.53645,0.6436,0.4293,0.10714999999999997,0.10714999999999997,1.395,1.395,1.44,1.35,0.04499999999999993,0.04499999999999993,1.1883,1.1883,1.2274,1.1492,0.039100000000000024,0.039100000000000024,1.37,1.37,1.38,1.36,0.009999999999999898,0.009999999999999898,20.5,20.5,25.0,16.0,4.5,4.5,3.5,3.5,6.0,1.0,2.5,2.5,13.5,13.5,16.0,11.0,2.5,2.5,1.5,1.5,2.0,1.0,0.5,0.5,36.55,36.55,37.0,36.1,0.4499999999999993,0.4499999999999993
BN,P-6m2,AB-187-df,4.666851527655782,AB,6.0,6.0,7,5,1.0,1.0,2.54,2.54,3.04,2.04,0.5,0.5,-10.845849999999999,-10.845849999999999,-8.1261,-13.5656,2.7197500000000003,2.7197500000000003,-0.8228500000000001,-0.8228500000000001,0.0312,-1.6769,0.8540500000000001,0.8540500000000001,-5.34825,-5.34825,-3.6067,-7.0898,1.7415500000000002,1.7415500000000002,3.3036499999999998,3.3036499999999998,4.1526,2.4547,0.8489499999999999,0.8489499999999999,0.6693,0.6693,0.8025,0.5361,0.13319999999999999,0.13319999999999999,0.6751,0.6751,0.8348,0.5154,0.1597,0.1597,1.28795,1.28795,1.3619,1.214,0.07395000000000007,0.07395000000000007,0.7849999999999999,0.7849999999999999,0.82,0.75,0.034999999999999976,0.034999999999999976,0.6751,0.6751,0.8348,0.5154,0.1597,0.1597,0.7749999999999999,0.7749999999999999,0.84,0.71,0.065,0.065,4.0,4.0,5.0,3.0,1.0,1.0,4.0,4.0,5.0,3.0,1.0,1.0,14.0,14.0,15.0,13.0,1.0,1.0,4.0,4.0,5.0,3.0,1.0,1.0,14.065000000000001,14.065000000000001,20.53,7.6,6.465000000000001,6.465000000000001
Ba2Cl2,P4/nmm,AB-129-bc,0.0,AB,36.5,36.5,56,17,19.5,19.5,2.025,2.025,3.16,0.89,1.135,1.135,-9.5872,-9.5872,-5.3475,-13.8269,4.2397,4.2397,-1.3148,-1.3148,1.0568,-3.6864,2.3716,2.3716,-5.912,-5.912,-3.2293,-8.5947,2.6826999999999996,2.6826999999999996,1.5017999999999998,1.5017999999999998,4.9242,-1.9206,3.4223999999999997,3.4223999999999997,1.4376,1.4376,2.1967,0.6785,0.7591,0.7591,1.56305,1.56305,2.3694,0.7567,0.8063500000000001,0.8063500000000001,1.3075999999999999,1.3075999999999999,1.3489,1.2663,0.0413,0.0413,1.4849999999999999,1.4849999999999999,1.98,0.99,0.495,0.495,1.4767,1.4767,2.1967,0.7567,0.7199999999999999,0.7199999999999999,1.585,1.585,2.15,1.02,0.565,0.565,4.5,4.5,7.0,2.0,2.5,2.5,4.5,4.5,7.0,2.0,2.5,2.5,9.5,9.5,17.0,2.0,7.5,7.5,0.5,0.5,1.0,0.0,0.5,0.5,143.635,143.635,272.7,14.57,129.065,129.065
